access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,restricted_access,maximum_vehicle_class,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,cng_has_rng,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_renewable_source,lng_vehicle_class,lng_has_rng,lpg_primary,lpg_nozzle_types,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blends,rd_blends_fr,rd_blended_with_biodiesel,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids,distance,distance_km,federal_agency,ev_network_ids
public,24 hours daily,,,2023-07-30,,ELEC,Public,160707,2020-06-12,,E,,,425 MARKET ST. STATION 2,888-758-4389,2023-07-30T00:02:29Z,,GPS,37.79119,-122.39837,San Francisco,,,CA,425 Market St,94105,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL120535'], 'posts': ['154409', '154411']}",0.63945,1.0291,,"{'station': ['USCPIL120535'], 'posts': ['154409', '154411']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,206389,2022-02-15,,E,,,425 MARKET ST. STATION 1,888-758-4389,2023-07-30T00:45:17Z,,GPS,37.791332,-122.398215,San Francisco,,,CA,425 Market St,94105,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL12468881'], 'posts': ['21600491', '21600501']}",0.64588,1.03944,,"{'station': ['USCPIL12468881'], 'posts': ['21600491', '21600501']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,175660,2021-01-27,,E,,,RINCON CENTER RINCON 1,888-758-4389,2023-07-30T00:29:43Z,,GPS,37.791744,-122.392746,San Francisco,,,CA,121 Spear St,94105,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL4348461'], 'posts': ['6944961', '6944971']}",0.64598,1.0396,,"{'station': ['USCPIL4348461'], 'posts': ['6944961', '6944971']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,156224,2020-05-13,,E,,,RINCON CENTER RINCON 3,888-758-4389,2023-07-30T00:29:43Z,,GPS,37.79186,-122.39286,San Francisco,,,CA,121 Spear St,94105,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL4352161'], 'posts': ['6952311', '6952321']}",0.65307,1.05101,,"{'station': ['USCPIL4352161'], 'posts': ['6952311', '6952321']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,254505,2023-02-24,,E,,,RINCON CENTER STATION 2,888-758-4389,2023-07-30T00:48:49Z,,GPS,37.791884,-122.393045,San Francisco,,,CA,121 Spear St,94105,US,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1,,,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL12934121'], 'posts': ['22222941']}",0.65348,1.05167,,"{'station': ['USCPIL12934121'], 'posts': ['22222941']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,255323,2023-02-28,,E,,,RINCON CENTER STATION 1,888-758-4389,2023-07-30T00:53:50Z,,GPS,37.791926,-122.393088,San Francisco,,,CA,121 Spear St,94105,US,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1,,,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL13473101'], 'posts': ['22842861']}",0.6561,1.05589,,"{'station': ['USCPIL13473101'], 'posts': ['22842861']}"
public,,,,2023-06-20,,ELEC,Public,95556,2015-01-14,,E,,,Tishman Speyer,888-998-2546,2023-06-20T00:09:51Z,,GPS,37.791185,-122.39968,San Francisco,Enter from corner of Bush St & Battery ||St; Open Mo-Fr 4a-8p; Closed Sat & Sun||,,CA,1 Bush Street,94104,US,,,,,,,,,,,,['J1772'],,,4,Blink Network,http://www.blinkcharging.com/,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['465ba1dd-d734-8158-93cc-330000153430'], 'posts': ['465ba1dd-d734-8158-93cc-330000428033', '465ba1dd-d734-8158-93cc-330000748902', '465ba1dd-d734-8158-93cc-330000748915', '9b68f4fe-bd66-4e4b-a584-37b143c40635']}",0.66692,1.0733,,"{'station': ['465ba1dd-d734-8158-93cc-330000153430'], 'posts': ['465ba1dd-d734-8158-93cc-330000428033', '465ba1dd-d734-8158-93cc-330000748902', '465ba1dd-d734-8158-93cc-330000748915', '9b68f4fe-bd66-4e4b-a584-37b143c40635']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,179382,2021-01-27,,E,,,ESSEX MISSION BAY 1,888-758-4389,2023-07-30T00:00:56Z,,GPS,37.773066,-122.391581,San Francisco,,,CA,1200 4th St,94158,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL114495'], 'posts': ['216475', '216477']}",0.66667,1.0729,,"{'station': ['USCPIL114495'], 'posts': ['216475', '216477']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,179381,2021-01-27,,E,,,ESSEX MISSION BAY 2,888-758-4389,2023-07-30T00:01:41Z,,GPS,37.773038,-122.391581,San Francisco,,,CA,1200 4th Street,94158,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL117193'], 'posts': ['148327', '148329']}",0.66855,1.07593,,"{'station': ['USCPIL117193'], 'posts': ['148327', '148329']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,160810,2020-06-12,,E,,,ESSEX MISSION BAY 3,888-758-4389,2023-07-30T00:01:41Z,,GPS,37.773019,-122.391584,San Francisco,,,CA,1200 4th Street,94158,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL117247'], 'posts': ['148421', '148423']}",0.66979,1.07792,,"{'station': ['USCPIL117247'], 'posts': ['148421', '148423']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,164605,2020-07-29,,E,,,UDR SHOP 1,888-758-4389,2023-07-30T00:30:27Z,,GPS,37.772633,-122.397095,San Francisco,,,CA,355 Berry St,94158,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5354471'], 'posts': ['8937371', '8937381']}",0.69429,1.11735,,"{'station': ['USCPIL5354471'], 'posts': ['8937371', '8937381']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,180923,2021-01-27,,E,,,UDR SHOP 2,888-758-4389,2023-07-30T00:30:27Z,,GPS,37.772625,-122.397165,San Francisco,,,CA,355 Berry St,94158,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5354511'], 'posts': ['8937441', '8937451']}",0.69565,1.11954,,"{'station': ['USCPIL5354511'], 'posts': ['8937441', '8937451']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,303159,2023-07-25,,E,,,STRATA STRATA 1,888-758-4389,2023-07-30T00:56:50Z,,GPS,37.772687,-122.390858,San Francisco,,,CA,1201 4th St,94158,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL13888351'], 'posts': ['23327791', '23327801']}",0.70202,1.12979,,"{'station': ['USCPIL13888351'], 'posts': ['23327791', '23327801']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,303158,2023-07-25,,E,,,STRATA STRATA 2,888-758-4389,2023-07-30T00:56:50Z,,GPS,37.772668,-122.390913,San Francisco,,,CA,1201 4th St,94158,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL13888341'], 'posts': ['23327771', '23327781']}",0.70245,1.13048,,"{'station': ['USCPIL13888341'], 'posts': ['23327771', '23327781']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,159760,2020-06-12,,E,,,STATION 1 CHARGER 1,888-758-4389,2023-07-30T00:10:59Z,,GPS,37.792189,-122.398394,San Francisco,,,CA,50 Front St,94111,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL220044'], 'posts': ['299210', '299212']}",0.70504,1.13465,,"{'station': ['USCPIL220044'], 'posts': ['299210', '299212']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,180858,2021-01-27,,E,,,IMPARK SF LOT A - 2,888-758-4389,2023-07-30T00:03:07Z,,GPS,37.773117,-122.389022,San Francisco,,,CA,6653 3rd St,94158,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL123547'], 'posts': ['160473', '160475']}",0.70906,1.14112,,"{'station': ['USCPIL123547'], 'posts': ['160473', '160475']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,164320,2020-07-17,,E,,,IMPARK SF LOT A - 1,888-758-4389,2023-07-30T00:03:07Z,,GPS,37.773115,-122.389011,San Francisco,,,CA,6653 3rd St,94158,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL123573'], 'posts': ['160661', '160663']}",0.70943,1.14172,,"{'station': ['USCPIL123573'], 'posts': ['160661', '160663']}"
public,,,,2022-10-06,,ELEC,Public,113331,2016-06-08,P,E,,,101 California Street Garage - Tesla Destination,415-398-8655  877-798-3752,2023-01-18T15:15:20Z,HOTEL,200-9,37.792826,-122.397675,San Francisco,,,CA,101 California St,94111,US,,,,,,,,,,,,['TESLA'],,,2,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,{'station': ['501348']},0.73638,1.18509,,{'station': ['501348']}
public,24 hours daily,,,2023-07-30,,ELEC,Public,160085,2020-06-12,,E,,,CCSF SFMTA ELLIS O FARRELL,888-758-4389,2023-07-30T00:07:50Z,,GPS,37.785976,-122.407309,San Francisco,,,CA,123 Offarrell,94102,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL178331'], 'posts': ['1050951', '1050961']}",0.74682,1.20189,,"{'station': ['USCPIL178331'], 'posts': ['1050951', '1050961']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,224395,2022-07-26,,E,,,100 PINE GARAGE B3,888-758-4389,2023-07-30T00:12:56Z,,GPS,37.792644,-122.399038,San Francisco,,,CA,139 Front St,94111,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL377561'], 'posts': ['512241', '512251']}",0.74618,1.20086,,"{'station': ['USCPIL377561'], 'posts': ['512241', '512251']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,220490,2022-06-03,,E,,,100 PINE PARKING LEVEL 1,888-758-4389,2023-07-30T00:12:56Z,,GPS,37.792644,-122.399081,San Francisco,,,CA,139 Front St,94111,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL377791'], 'posts': ['512721', '512731']}",0.74699,1.20216,,"{'station': ['USCPIL377791'], 'posts': ['512721', '512731']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,227288,2022-09-08,,E,,,MILLS GARAGE MILLS GARAGE,888-758-4389,2023-07-30T00:48:57Z,,GPS,37.791303,-122.402356,San Francisco,,,CA,220 Montgomery St,94104,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL12949851'], 'posts': ['22241391', '22241401']}",0.74883,1.20513,,"{'station': ['USCPIL12949851'], 'posts': ['22241391', '22241401']}"
public,,,,2022-10-06,,ELEC,Public,113332,2015-01-27,P,E,,,345 California Center Parking Garage - Tesla Destination,415-434-7743  877-798-3752,2023-01-18T15:15:20Z,PARKING_GARAGE,200-8,37.792496,-122.39998,San Francisco,,,CA,115 Battery St,94111,US,,,,,,,,,,,,['TESLA'],,,1,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,{'station': ['510144']},0.75591,1.21652,,{'station': ['510144']}
public,24 hours daily,,,2023-07-30,,ELEC,Public,236984,2022-12-03,,E,,,MHC 78 L.P. 691CHINABASINEV,888-758-4389,2023-07-30T00:37:40Z,,GPS,37.771541,-122.392623,San Francisco,,,CA,691 China Basin St,94158,US,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1,,,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL6842331'], 'posts': ['11659241']}",0.76,1.2231,,"{'station': ['USCPIL6842331'], 'posts': ['11659241']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,260911,2023-05-17,,E,,,101 CAL PARKING LL1-3,888-758-4389,2023-07-30T00:54:08Z,,GPS,37.793172,-122.398296,San Francisco,,,CA,101 California St,94111,US,,,,,,,,,,,,['J1772'],,,1,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL13503251'], 'posts': ['23092881']}",0.76828,1.23643,,"{'station': ['USCPIL13503251'], 'posts': ['23092881']}"
public,,,,2023-06-21,,ELEC,Public,153139,2016-09-27,,E,,,201 California Garage,800-663-5633,2023-06-21T00:02:48Z,,GPS,37.793034,-122.399029,SF,,,CA,201 California Street,94111,US,,,,,,,,,,,,['J1772'],,,2,SemaCharge Network,https://semaconnect.com/,,FREE,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['4182'], 'posts': ['4151', '4153']}",0.77137,1.2414,,"{'station': ['4182'], 'posts': ['4151', '4153']}"
public,,,,2023-06-21,,ELEC,Public,153138,2018-05-04,,E,,,531401 : 201 California Garage,800-663-5633,2023-06-21T00:02:48Z,,GPS,37.793034,-122.399029,SF,,,CA,201 California Street,94111,US,,,,,,,,,,,,['J1772'],,,4,SemaCharge Network,https://semaconnect.com/,,FREE,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['4181'], 'posts': ['7062', '7063', '7064', '7066']}",0.77137,1.2414,,"{'station': ['4181'], 'posts': ['7062', '7063', '7064', '7066']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,256227,2023-03-11,,E,,,101 CAL PARKING LL1-4AB,888-758-4389,2023-07-30T00:54:06Z,,GPS,37.793265,-122.398307,San Francisco,,,CA,101 California St,94111,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL13500941'], 'posts': ['22874001', '22874011']}",0.77461,1.24661,,"{'station': ['USCPIL13500941'], 'posts': ['22874001', '22874011']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,256229,2023-03-11,,E,,,101 CAL PARKING LL1-6AB,888-758-4389,2023-07-30T00:54:08Z,,GPS,37.793282,-122.398307,San Francisco,,,CA,101 California St,94111,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL13503671'], 'posts': ['22876941', '22876951']}",0.77573,1.24842,,"{'station': ['USCPIL13503671'], 'posts': ['22876941', '22876951']}"
public,,,,2022-10-06,,ELEC,Public,113335,2015-01-22,P,E,,,Loews Regency San Francisco - Tesla Destination,415-276-9888  877-798-3752,2023-01-18T15:15:20Z,HOTEL,200-9,37.792442,-122.401039,San Francisco,,,CA,222 Sansome St,94104,US,,,,,,,,,,,,['TESLA'],,,1,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,{'station': ['499675']},0.77784,1.25181,,{'station': ['499675']}
public,,,,2023-06-21,,ELEC,Public,195360,2017-08-23,,E,,,350 BUSH STREET OWNER LLC,800-663-5633,2023-06-21T00:02:20Z,,GPS,37.791417,-122.403408,SF,"$2.00 per hour will be charged as long as the vehicle is connected to the charger. 
Energy fee of $.025 per kWh is also charged",,CA,350 Bush Street,94104,US,,,,,,,,,,,,['J1772'],,,7,SemaCharge Network,https://semaconnect.com/,,"$2.00/Hr Parking Fee , $0.25/kWh Energy Fee",,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['4216'], 'posts': ['15814', '5464', '5465', '5466', '5467', '5468', '5469']}",0.78984,1.27112,,"{'station': ['4216'], 'posts': ['15814', '5464', '5465', '5466', '5467', '5468', '5469']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,159044,2020-06-12,,E,,,CCSF-SFMTA SUTTER 1,888-758-4389,2023-07-30T00:20:50Z,,GPS,37.78932,-122.406038,San Francisco,,,CA,345 Sutter St,94108,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1797611'], 'posts': ['2107951', '2107961']}",0.79307,1.27632,,"{'station': ['USCPIL1797611'], 'posts': ['2107951', '2107961']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,176292,2021-01-27,,E,,,CCSF-SFMTA UNION SQUARE 2,888-758-4389,2023-07-30T00:22:43Z,,GPS,37.787932,-122.407568,San Francisco,,,CA,333 Post St,94108,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1898691'], 'posts': ['9137611', '9137621']}",0.81326,1.30882,,"{'station': ['USCPIL1898691'], 'posts': ['9137611', '9137621']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,171643,2021-01-27,,E,,,CCSF-SFMTA SUTTER 7,888-758-4389,2023-07-30T00:26:24Z,,GPS,37.790001,-122.406539,San Francisco,,,CA,444 Stockton St,94108,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL2057261'], 'posts': ['2445961', '2445971']}",0.84334,1.35722,,"{'station': ['USCPIL2057261'], 'posts': ['2445961', '2445971']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,235646,2022-11-04,,E,,,STATION 1 STATION 2,888-758-4389,2023-07-30T00:50:28Z,,GPS,37.794122,-122.39908,San Francisco,,,CA,50 Front St,94111,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL13104571'], 'posts': ['22420061', '22420071']}",0.84345,1.3574,,"{'station': ['USCPIL13104571'], 'posts': ['22420061', '22420071']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,159744,2020-06-12,,E,,,275 BATTERY 275 BATTERY 1,888-758-4389,2023-07-30T00:11:10Z,,GPS,37.793828,-122.400455,San Francisco,,,CA,275 Battery St,94111,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL224408'], 'posts': ['305470', '305472']}",0.85055,1.36883,,"{'station': ['USCPIL224408'], 'posts': ['305470', '305472']}"
public,,,,2022-10-06,,ELEC,Public,168547,2019-10-21,P,E,,,275 Battery St - Tesla Destination,000-000-0000  877-798-3752,2023-01-18T15:15:20Z,,200-9,37.793863,-122.40037,San Francisco,,,CA,275 Battery St,94111,US,,,,,,,,,,,,['TESLA'],,,11,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,{'station': ['513422']},0.85098,1.36952,,{'station': ['513422']}
public,24 hours daily,,,2023-07-30,,ELEC,Public,177876,2021-01-27,,E,,,275 BATTERY 275 BATTERY 2,888-758-4389,2023-07-30T00:11:01Z,,GPS,37.793862,-122.400509,San Francisco,,,CA,275 Battery St,94111,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL220296'], 'posts': ['14476081', '14476091']}",0.85387,1.37417,,"{'station': ['USCPIL220296'], 'posts': ['14476081', '14476091']}"
public,,,,2023-06-21,,ELEC,Public,164786,2020-08-01,,E,,,"Pine Street, CA Inc.",800-663-5633,2023-06-21T00:02:32Z,,GPS,37.791943,-122.404516,San Francisco,,,CA,500 Pine Street,94108,US,,,,,,,,,,,,['J1772'],,,1,SemaCharge Network,https://semaconnect.com/,,FREE,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['4698'], 'posts': ['5462']}",0.85639,1.37823,,"{'station': ['4698'], 'posts': ['5462']}"
public,,,,2023-06-20,,ELEC,Public,148560,2016-06-16,,E,,,531404 : Two Embarcadero Center,800-663-5633,2023-06-20T00:10:34Z,,GPS,37.794454,-122.398508,San Francisco,,,CA,"Two Embarcadero Center, A Level Parking",94111,US,,,,,,,,,,,,['J1772'],,,6,SemaCharge Network,https://semaconnect.com/,,$2.00-$6.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['2561'], 'posts': ['7073', '7074', '7075', '7076', '7077', '7078']}",0.85654,1.37847,,"{'station': ['2561'], 'posts': ['7073', '7074', '7075', '7076', '7077', '7078']}"
public,,,,2023-06-20,,ELEC,Public,195472,2018-06-28,,E,,,531405 : One Embaracadero Center,800-663-5633,2023-06-20T00:10:48Z,,GPS,37.794454,-122.398508,San Francisco,,,CA,Embarcadero Center,94111,US,,,,,,,,,,,,['J1772'],,,6,SemaCharge Network,https://semaconnect.com/,,$2.00-$6.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['2562'], 'posts': ['7067', '7068', '7069', '7070', '7071', '7072']}",0.85654,1.37847,,"{'station': ['2562'], 'posts': ['7067', '7068', '7069', '7070', '7071', '7072']}"
public,,,,2022-10-06,,ELEC,Public,113337,2018-10-03,P,E,,,The Westin St. Francis San Francisco on Union Square - Tesla Destination,415-397-7000  877-798-3752,2023-01-18T15:15:20Z,HOTEL,200-9,37.787828,-122.408731,San Francisco,,,CA,335 Powell St,94102,US,,,,,,,,,,,,['TESLA'],,,2,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,{'station': ['507500']},0.8671,1.39546,,{'station': ['507500']}
public,,,,2023-06-21,,ELEC,Public,195520,2014-04-14,,E,,,531402 - Three Embarcadero Center,800-663-5633,2023-06-21T00:01:44Z,,GPS,37.794816,-122.397348,San Francisco,,,CA,Three Embarcadero Center,94111,US,,,,,,,,,,,,['J1772'],,,6,SemaCharge Network,https://semaconnect.com/,,$2.00-$6.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['2444'], 'posts': ['7079', '7080', '7081', '7082', '7083', '7084']}",0.86663,1.39471,,"{'station': ['2444'], 'posts': ['7079', '7080', '7081', '7082', '7083', '7084']}"
public,,,,2023-06-21,,ELEC,Public,195473,2012-02-06,,E,,,One Embaracadero Center,800-663-5633,2023-06-21T00:02:28Z,,GPS,37.794416,-122.399638,San Francisco,,,CA,"One Embaracadero Center, A Level Parking",94111,US,,,,,,,,,,,,['J1772'],,,2,SemaCharge Network,https://semaconnect.com/,,$2.00-$6.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['487'], 'posts': ['1241', '865']}",0.87234,1.4039,,"{'station': ['487'], 'posts': ['1241', '865']}"
public,,,,2023-06-20,,ELEC,Public,183959,2021-02-08,,E,,,Mason OFarrell Garage,888-998-2546,2023-06-20T00:11:01Z,,GPS,37.786467,-122.409766,San Francisco,"Parking fee may apply Chargers located on 2nd level of parking garage
Parking fee may apply. Chargers located ||on 2nd level of parking garage||",,CA,325 Mason Street,94102,US,,,,,,,,,,,,['J1772'],,,12,Blink Network,http://www.blinkcharging.com/,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['465ba1dd-d734-8158-93cc-330000454280'], 'posts': ['465ba1dd-d734-8158-93cc-330000692007', '465ba1dd-d734-8158-93cc-330000692010', '465ba1dd-d734-8158-93cc-330000697095', '465ba1dd-d734-8158-93cc-330000697105', '465ba1dd-d734-8158-93cc-330000697110', '465ba1dd-d734-8158-93cc-330000697114', '465ba1dd-d734-8158-93cc-330000697116', '465ba1dd-d734-8158-93cc-330000705736', '465ba1dd-d734-8158-93cc-330000737509', '465ba1dd-d734-8158-93cc-330000741036', 'd49d89b5-6bdc-42e1-a8d6-46baaa4afe2d', 'ee296dbd-aa3d-48c0-98d1-fb0fb40a850c']}",0.88509,1.42441,,"{'station': ['465ba1dd-d734-8158-93cc-330000454280'], 'posts': ['465ba1dd-d734-8158-93cc-330000692007', '465ba1dd-d734-8158-93cc-330000692010', '465ba1dd-d734-8158-93cc-330000697095', '465ba1dd-d734-8158-93cc-330000697105', '465ba1dd-d734-8158-93cc-330000697110', '465ba1dd-d734-8158-93cc-330000697114', '465ba1dd-d734-8158-93cc-330000697116', '465ba1dd-d734-8158-93cc-330000705736', '465ba1dd-d734-8158-93cc-330000737509', '465ba1dd-d734-8158-93cc-330000741036', 'd49d89b5-6bdc-42e1-a8d6-46baaa4afe2d', 'ee296dbd-aa3d-48c0-98d1-fb0fb40a850c']}"
public,,,,2023-06-21,,ELEC,Public,148555,2011-10-05,,E,,,Four Embarcadero Center,800-663-5633,2023-06-21T00:04:20Z,,GPS,37.7952,-122.396099,San Francisco,These stations are available for the public during garage hours.,,CA,"Four Embarcadero Center, B Level Parking",94111,US,,,,,,,,,,,,['J1772'],,,2,SemaCharge Network,https://semaconnect.com/,,$2.00-$6.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['490'], 'posts': ['1094', '1239']}",0.88287,1.42084,,"{'station': ['490'], 'posts': ['1094', '1239']}"
